bill_id,sponsor_name
ocd-bill/769519da-7cf4-47bf-a1ac-29cc3c8cdbe9,Donna Lupardo
ocd-bill/769519da-7cf4-47bf-a1ac-29cc3c8cdbe9,Patricia Fahy
ocd-bill/769519da-7cf4-47bf-a1ac-29cc3c8cdbe9,Dana Levenberg
ocd-bill/769519da-7cf4-47bf-a1ac-29cc3c8cdbe9,John T. McDonald III
ocd-bill/be7bf150-9818-4ff0-bba6-8d0971224406,Chris Burdick
ocd-bill/5849991b-a144-477c-bc77-df5d686c6889,Linda Rosenthal
ocd-bill/421cf737-e7bf-4903-ba4a-a1852b6c9e23,Harry B. Bronson
ocd-bill/a4acd5fc-9a16-4494-8bdd-fafd54e338c0,MaryJane Shimsky
ocd-bill/5954e406-1ffe-41e8-b460-ebaabd38d785,Anna Kelles
ocd-bill/bbf2e6da-04cb-499c-ae62-0aea3d12cc6e,Jake Ryan Blumencranz
ocd-bill/4f2faeb2-1a80-4f0f-8807-a51797101411,Christopher Friend
ocd-bill/ba65c6dc-6c7b-4973-a739-0f83546f7401,David Weprin
ocd-bill/9c3019e5-4340-42fd-ad2f-f77360073592,Linda Rosenthal
ocd-bill/0f8063cc-8b11-4d18-841e-d79d87ff1ea0,Christopher Friend
ocd-bill/ce937ffe-a868-4a33-9b18-eece87c47fec,Doug Smith
ocd-bill/0437caee-16a5-4d6d-a0d0-5263bc761852,Rodneyse Bichotte Hermelyn
ocd-bill/07fdefd0-5d0e-409d-ab6d-d470985fcbce,Marianne Buttenschon
ocd-bill/07fdefd0-5d0e-409d-ab6d-d470985fcbce,Nader Sayegh
ocd-bill/07fdefd0-5d0e-409d-ab6d-d470985fcbce,Aileen Gunther
ocd-bill/72c17700-d7a9-4ac4-8e16-01e7300ad5a8,Catalina Cruz
ocd-bill/fefce7e8-8c51-4512-9458-448761854407,Marianne Buttenschon
ocd-bill/ccf7e350-222b-4d5d-b28e-877372cfc6a0,Linda Rosenthal
ocd-bill/fba6adf6-4776-4bbe-b41b-6670438d4e88,Fred Thiele
ocd-bill/e67b130a-2ac2-4fbf-a59d-2929d154d459,Chris Tague
ocd-bill/222737a2-b3c5-441f-aa49-1cd200fbf19b,David Weprin
ocd-bill/a3a38211-510c-4275-bba2-be2402c9cf0e,Daniel O'Donnell
ocd-bill/66b55f3c-4a5a-4504-9009-4a49ef184e07,Harvey Epstein
ocd-bill/c2c28a6d-fe3a-46a2-8c63-9c73696acd95,Doug Smith
ocd-bill/c2c28a6d-fe3a-46a2-8c63-9c73696acd95,Edward Flood
ocd-bill/c2c28a6d-fe3a-46a2-8c63-9c73696acd95,Joe DeStefano
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,John Zaccaro Jr.
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Marianne Buttenschon
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,John T. McDonald III
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Rebecca Seawright
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Catalina Cruz
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,William Colton
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Maritza Davila
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Steven Raga
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Lester Chang
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Jerett Gandolfo
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,John K. Mikulin
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Scott Gray
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,Keith Brown
ocd-bill/26bee5e1-1190-4b8f-8dd7-a50e885d52d4,David McDonough
ocd-bill/43de0ce8-68f9-454d-acc5-06f6fcff786f,Joe DeStefano
ocd-bill/0685f4c9-48bd-4cca-a7f3-3f56060cdba7,Brian Cunningham
ocd-bill/ca040800-1580-4d5a-945c-fd9fa23e252b,Mary Beth Walsh
ocd-bill/fb21b0f1-ebae-42dd-b724-707f6f375a8e,Fred Thiele
ocd-bill/711a5cc6-3d37-4d08-b440-b44eca86c4ed,Michael Durso
ocd-bill/82cd73d3-be47-4062-b7f1-d809ce722826,Michaelle C. Solages
ocd-bill/f2ebddf0-3060-4fb8-8a3d-34d87c0eeffa,William Magnarelli
ocd-bill/f2ebddf0-3060-4fb8-8a3d-34d87c0eeffa,Donna Lupardo
ocd-bill/f2ebddf0-3060-4fb8-8a3d-34d87c0eeffa,Albert A. Stirpe
ocd-bill/f2ebddf0-3060-4fb8-8a3d-34d87c0eeffa,Chris Burdick
ocd-bill/104c74eb-2ea2-415c-82bf-080629a3b0aa,Harry B. Bronson
ocd-bill/104c74eb-2ea2-415c-82bf-080629a3b0aa,Demond Meeks
ocd-bill/28b81849-27d7-437c-9e6d-dd6971fb370c,Robert C. Carroll
ocd-bill/4651ac98-7896-4d42-bf4c-b3adf9db493c,George Alvarez
ocd-bill/f3ed81a4-f800-42a3-8ed3-f33db1519867,Aileen Gunther
ocd-bill/5ab36559-9aa8-4c72-8ea6-6e587dcb0a28,Chris Tague
ocd-bill/266daccc-3408-407e-88d6-1f143e58dc8d,Brian D. Miller
ocd-bill/6d61d3fe-bb97-4259-a421-52071e62d7c4,Marianne Buttenschon
ocd-bill/6d61d3fe-bb97-4259-a421-52071e62d7c4,Angelo Santabarbara
ocd-bill/c114bbce-adc0-4531-8108-28e68f7212f6,Albert A. Stirpe
ocd-bill/644aae62-469b-486c-b2c5-984b8f5fbdab,Catalina Cruz
ocd-bill/2a1533f7-1de5-4299-a2ef-ecde3166d5ae,Marianne Buttenschon
ocd-bill/6443fb2f-85fb-4a76-a9c0-2c97db26bf84,Crystal Peoples-Stokes
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Amy Paulin
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Rebecca Seawright
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Deborah Glick
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Jessica Gonzalez-Rojas
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Jo Anne Simon
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Fred Thiele
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Jeffrion Aubry
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Dana Levenberg
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Sarahana Shrestha
ocd-bill/457b90ec-e908-4483-a52a-1ab757885591,Juan Ardila
ocd-bill/64b1a14d-bde7-4961-a847-14b4c35b65ce,Jodi Giglio
ocd-bill/f3d7acb5-b46a-490d-aff3-74c1917934d1,Donna Lupardo
ocd-bill/71066c16-efb8-423d-a94d-090d0ecff856,Jake Ryan Blumencranz
ocd-bill/f63421f4-e813-49e9-a807-3b8ea005a8e7,Steve Stern
ocd-bill/946af060-b672-4580-881d-c6f7a81bb787,Aileen Gunther
ocd-bill/946af060-b672-4580-881d-c6f7a81bb787,Deborah Glick
ocd-bill/946af060-b672-4580-881d-c6f7a81bb787,William Colton
ocd-bill/946af060-b672-4580-881d-c6f7a81bb787,Anna Kelles
ocd-bill/47511c4f-2639-477d-9c41-276a3ddd2bbc,John T. McDonald III
ocd-bill/02a54676-6ea2-462a-9d9d-0b11b9656986,Jen Lunsford
ocd-bill/88b8d0f6-36f1-4b98-95b1-19b3da0a24ec,Chris Tague
ocd-bill/a16c1862-922d-4cb3-973b-652d78235a56,Stacey Pheffer Amato
ocd-bill/9afe34f4-47cd-4aad-b505-f1c5c31ccbf2,Charles Lavine
ocd-bill/de38277b-a442-48d6-a3c9-f55e5e2356ae,Catalina Cruz
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Karines Reyes
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Andrew Hevesi
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Zohran Mamdani
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Aileen Gunther
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Fred Thiele
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Jo Anne Simon
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Demond Meeks
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Jessica Gonzalez-Rojas
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Tony Simone
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Steven Otis
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Brian Cunningham
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Steven Raga
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Harvey Epstein
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Sarah Clark
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Jeffrey Dinowitz
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Deborah Glick
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Sarahana Shrestha
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Inez E. Dickens
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Chantel Jackson
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Jen Lunsford
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Jonathan Rivera
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,MaryJane Shimsky
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Rebecca Seawright
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Emily Gallagher
ocd-bill/9668a040-169d-4c79-a5bb-a82dd83a0a8d,Albert A. Stirpe
ocd-bill/133c70cf-0b00-4286-813b-1d6fe7811a50,Aileen Gunther
ocd-bill/133c70cf-0b00-4286-813b-1d6fe7811a50,Patricia Fahy
ocd-bill/f24a5571-b675-4a6e-9147-8c27d08926fe,Kimberly Jean-Pierre
ocd-bill/f24a5571-b675-4a6e-9147-8c27d08926fe,Steve Stern
ocd-bill/f24a5571-b675-4a6e-9147-8c27d08926fe,Didi Barrett
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Karines Reyes
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Juan Ardila
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Daniel O'Donnell
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Marianne Buttenschon
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Deborah Glick
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,MaryJane Shimsky
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Charles Lavine
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Jen Lunsford
ocd-bill/cc3caba8-2b4a-49fe-9bec-98c804b61064,Andrew Hevesi
ocd-bill/dfb15109-5ea9-4d7c-8ca9-a7490ed604e5,Amy Paulin
ocd-bill/305a386a-ce8d-4863-bbdb-4ed5a8ff8711,John Zaccaro Jr.
ocd-bill/305a386a-ce8d-4863-bbdb-4ed5a8ff8711,Rebecca Seawright
ocd-bill/305a386a-ce8d-4863-bbdb-4ed5a8ff8711,Michael Benedetto
ocd-bill/305a386a-ce8d-4863-bbdb-4ed5a8ff8711,Deborah Glick
ocd-bill/305a386a-ce8d-4863-bbdb-4ed5a8ff8711,Jeffrion Aubry
ocd-bill/52772d84-869d-4cfd-8054-27e7adeba09a,Emily Gallagher
ocd-bill/52772d84-869d-4cfd-8054-27e7adeba09a,Phara Souffrant Forrest
ocd-bill/52772d84-869d-4cfd-8054-27e7adeba09a,Sarahana Shrestha
ocd-bill/52772d84-869d-4cfd-8054-27e7adeba09a,Jessica Gonzalez-Rojas
ocd-bill/52772d84-869d-4cfd-8054-27e7adeba09a,Jeffrion Aubry
ocd-bill/3145844d-3090-498d-b76e-7bf25f83d0e5,William Magnarelli
ocd-bill/ad28de1a-8098-4d04-ac14-8546bf7131ee,Jenifer Rajkumar
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,Jeffrey Dinowitz
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,Robert C. Carroll
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,Jo Anne Simon
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,David Weprin
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,Michael Benedetto
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,Steven Otis
ocd-bill/fb74635f-874e-41fe-a716-576d21ba5530,Edward Braunstein
ocd-bill/bbe1601e-e56f-40e0-a7c8-a035c08a08f2,Amy Paulin
ocd-bill/0e7ad24a-6e5d-423d-bfff-8ae49e3c6d45,David Weprin
ocd-bill/0e7ad24a-6e5d-423d-bfff-8ae49e3c6d45,Joe DeStefano
ocd-bill/cf11f6ce-5494-4470-96a4-bee0a57254bb,Kenneth Blankenbush
ocd-bill/cf11f6ce-5494-4470-96a4-bee0a57254bb,Scott Gray
ocd-bill/dd58378f-b92e-49d6-ba57-9657b86a88d1,Kenneth Zebrowski
ocd-bill/dd58378f-b92e-49d6-ba57-9657b86a88d1,Fred Thiele
ocd-bill/dd58378f-b92e-49d6-ba57-9657b86a88d1,David DiPietro
ocd-bill/dd58378f-b92e-49d6-ba57-9657b86a88d1,Steve Stern
ocd-bill/dd58378f-b92e-49d6-ba57-9657b86a88d1,Christopher Eachus
ocd-bill/b046e718-371e-4e76-8d61-c8b73a250676,Angelo Santabarbara
ocd-bill/1d5e785f-0105-4f1e-add7-e83f1d9b9e06,Emily Gallagher
ocd-bill/1d5e785f-0105-4f1e-add7-e83f1d9b9e06,Jessica Gonzalez-Rojas
ocd-bill/1d5e785f-0105-4f1e-add7-e83f1d9b9e06,Jeff Gallahan
ocd-bill/1d5e785f-0105-4f1e-add7-e83f1d9b9e06,Rebecca Seawright
ocd-bill/1d5e785f-0105-4f1e-add7-e83f1d9b9e06,Phara Souffrant Forrest
ocd-bill/1d5e785f-0105-4f1e-add7-e83f1d9b9e06,Harvey Epstein
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Nily Rozic
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Clyde Vanel
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Kenneth Zebrowski
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Alicia Hyndman
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Vivian Cook
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Deborah Glick
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Jeffrey Dinowitz
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Aileen Gunther
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,William Colton
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Charles Lavine
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Jeffrion Aubry
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Robert C. Carroll
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Simcha Eichenstein
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Daniel Rosenthal
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Inez E. Dickens
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Rebecca Seawright
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Fred Thiele
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Jaime R. Williams
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Charles Fall
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Catalina Cruz
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Nader Sayegh
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Jonathan Jacobson
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Albert A. Stirpe
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Brian D. Miller
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Karines Reyes
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,David DiPietro
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Joseph Giglio
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Angelo J. Morinello
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Robert Smullen
ocd-bill/ca213526-f574-438c-8c48-5c146ea1751f,Joe DeStefano
ocd-bill/37845696-b8b4-4d78-a8ac-42d7da0dc6d5,Linda Rosenthal
ocd-bill/37845696-b8b4-4d78-a8ac-42d7da0dc6d5,Jeffrey Dinowitz
ocd-bill/37845696-b8b4-4d78-a8ac-42d7da0dc6d5,Vivian Cook
ocd-bill/37845696-b8b4-4d78-a8ac-42d7da0dc6d5,Deborah Glick
ocd-bill/37845696-b8b4-4d78-a8ac-42d7da0dc6d5,Steven Raga
ocd-bill/f20d7150-8e62-4ee5-806a-81e0b74dbd2f,Jonathan Jacobson
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,John T. McDonald III
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Amy Paulin
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Rodneyse Bichotte Hermelyn
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Patricia Fahy
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Steven Otis
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Philip Palmesano
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Kimberly Jean-Pierre
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Angelo J. Morinello
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Jaime R. Williams
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Scott H. Bendett
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,David McDonough
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Joe Angelino
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Dana Levenberg
ocd-bill/a0a43c69-7c42-4cf6-a1a9-bd598c1f70b3,Jodi Giglio
ocd-bill/af861358-ec91-43f6-aef3-68a7afa7812c,Latrice Walker
ocd-bill/af861358-ec91-43f6-aef3-68a7afa7812c,Maritza Davila
ocd-bill/af861358-ec91-43f6-aef3-68a7afa7812c,Jo Anne Simon
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Rodneyse Bichotte Hermelyn
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Jo Anne Simon
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Stefani Zinerman
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Rebecca Seawright
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Chantel Jackson
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Taylor Darling
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Harvey Epstein
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,William Colton
ocd-bill/cc148500-cfce-4ed9-a1e4-b8868968f1cf,Latrice Walker
ocd-bill/1a0c7ddc-62d8-4c48-ae14-37bd48ab4c88,Harvey Epstein
ocd-bill/b0ff836b-a092-4df7-b9b7-3c89129e40a3,Harvey Epstein
ocd-bill/b0ff836b-a092-4df7-b9b7-3c89129e40a3,Anna Kelles
ocd-bill/c2b7880b-d230-4f29-9225-85ae5343fef1,Harvey Epstein
ocd-bill/c2b7880b-d230-4f29-9225-85ae5343fef1,Al Taylor
ocd-bill/c2b7880b-d230-4f29-9225-85ae5343fef1,Dana Levenberg
ocd-bill/e93f4462-ee5d-4b8b-a2fb-94d4694bcbc8,Kenneth Zebrowski
ocd-bill/e93f4462-ee5d-4b8b-a2fb-94d4694bcbc8,Christopher Eachus
ocd-bill/2455aced-9b6c-4f2e-b0de-cfef2d98e77b,Crystal Peoples-Stokes
ocd-bill/f6d249da-ed23-49b5-bc6a-a9809cf495cc,Harvey Epstein
ocd-bill/19015e61-0e06-4915-b3fe-c513c84c1f23,Harvey Epstein
ocd-bill/27964469-9af6-4b1d-b0d5-8017e85ec7b2,Harvey Epstein
ocd-bill/1c59f8a1-2436-42d9-87c3-9291fa382851,Harvey Epstein
ocd-bill/1706eac8-7308-4dfd-add0-929cd1c3fd91,Jonathan Jacobson
ocd-bill/7ce9b6f7-4e4c-463f-a76b-6090b72edd2e,Harvey Epstein
ocd-bill/7ce9b6f7-4e4c-463f-a76b-6090b72edd2e,Harry B. Bronson
ocd-bill/02506c9c-a60a-415c-947f-e79d51d47100,Harvey Epstein
ocd-bill/02506c9c-a60a-415c-947f-e79d51d47100,Keith Brown
ocd-bill/02506c9c-a60a-415c-947f-e79d51d47100,Phara Souffrant Forrest
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Harvey Epstein
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Jaime R. Williams
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Kimberly Jean-Pierre
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Alicia Hyndman
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Vivian Cook
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Fred Thiele
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Jonathan Rivera
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Karines Reyes
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Edward Ra
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Jo Anne Simon
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Andrew Hevesi
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Catalina Cruz
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Nily Rozic
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Rebecca Seawright
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Jeffrion Aubry
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Linda Rosenthal
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Pamela J. Hunter
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Rodneyse Bichotte Hermelyn
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Robert C. Carroll
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Latoya Joyner
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Clyde Vanel
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Taylor Darling
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Inez E. Dickens
ocd-bill/7d85f9b8-d6ff-4c71-83fd-b9f9327ad401,Latrice Walker
ocd-bill/b49e5baf-339c-4f63-a02f-eaed7baa0670,Daniel Rosenthal
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Daniel Rosenthal
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,William Colton
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Inez E. Dickens
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Rebecca Seawright
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Catalina Cruz
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Vivian Cook
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Jo Anne Simon
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,David McDonough
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,Pamela J. Hunter
ocd-bill/5e0529f7-3253-448a-a816-6e6fa93970c8,William Magnarelli
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Harvey Epstein
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Robert C. Carroll
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Jo Anne Simon
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Latrice Walker
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Karines Reyes
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Chris Burdick
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Anna Kelles
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Steven Raga
ocd-bill/7aa6a207-bb74-40f7-9b95-903d57aedd18,Dana Levenberg
ocd-bill/d9c271de-2e77-47c1-82a0-12c850e05e02,Daniel Rosenthal
ocd-bill/26e20d59-1861-4c78-9dd5-782e86b29adf,Daniel Rosenthal
ocd-bill/f0f16c36-2a8d-46f5-b1d2-78e644090844,Daniel Rosenthal
ocd-bill/f0f16c36-2a8d-46f5-b1d2-78e644090844,Jeffrey Dinowitz
ocd-bill/f0f16c36-2a8d-46f5-b1d2-78e644090844,Vivian Cook
ocd-bill/f0f16c36-2a8d-46f5-b1d2-78e644090844,Edward Braunstein
ocd-bill/fb07b022-909a-47d3-877d-b4308a3e91d5,Daniel Rosenthal
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Carrie Woerner
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Nader Sayegh
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Chris Burdick
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Dana Levenberg
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Catalina Cruz
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Alex Bores
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Rebecca Seawright
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Patricia Fahy
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Albert A. Stirpe
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,MaryJane Shimsky
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Karen McMahon
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Karines Reyes
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Fred Thiele
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Gina Sillitti
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Amanda Septimo
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Michael Novakhov
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Karl Brabenec
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Stephen Hawley
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Brian Maher
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,David McDonough
ocd-bill/ce71d0ba-7f19-4559-8803-5f2a74a904fe,Jo Anne Simon
