bill_id,bill_name,title,abstract,subject
ocd-bill/4d74a75b-3791-4ef7-9755-0197dd19fde6,A 1342,Establishes the crimes of spoofing a police agency telephone number in the first and second degrees as a class E felony and a class A misdemeanor,Establishes the crimes of spoofing a police agency telephone number in the first and second degrees as a class E felony and a class A misdemeanor.,security
ocd-bill/10b493d2-885c-4437-b9bc-5f59a7810f93,A 1402,Relates to allowing courts to consider a principal's threat to public safety when determining bail,"Allows courts to consider whether a principal poses a current physical danger to the safety of any crime victim, person or the community when determining bail.",security
ocd-bill/1439c42d-fa9d-42a1-840c-c6355f27be68,A 1403,Provides for insurance coverage of comprehensive annual medical examinations for firefighters,Provides for insurance coverage of comprehensive annual medical examinations for firefighters due to their increased risk for cancer and cancer-related diseases.,security
ocd-bill/2ed779fe-641e-4ced-9963-6dc82f33e065,A 1340,Clarifies that individuals have the ability to vote by absentee ballot where their maximum sentence of imprisonment has expired,Clarifies that individuals have the ability to vote by absentee ballot in certain elections where their maximum sentence of imprisonment has expired.,elections
ocd-bill/99d6acde-8076-478e-9257-0ba6d5e980e8,A 1363,Authorizes a study by the department of corrections and community supervision pertaining to the treatment of aging prison populations,Authorizes a study by the department of corrections and community supervision pertaining to the treatment of aging prison populations.,security
ocd-bill/6ae24eb6-deb6-4235-aaf2-c085c5bad44c,K 69,"Honoring John O'Hare upon the occasion of his designation as recipient of the Volunteer of the Year Award by the Clarence Chamber of Commerce on March 9, 2023",,employment
ocd-bill/9259860e-7b3c-448a-9275-c28efa677b51,A 1393,Requires health insurers to provide coverage for opioid antagonists and devices,Requires health insurers to provide coverage for opioid antagonists and devices.,health
ocd-bill/d6c8d0c0-7349-4017-86a8-719ba8abd476,A 1352,Authorizes the issuance of licenses and non-driver identification cards containing a Lifetime Liberty Pass distinguishing mark,Authorizes the issuance of licenses and non-driver identification cards containing a Lifetime Liberty Pass distinguishing mark.,security
ocd-bill/17e34294-ee79-45da-aa4c-d7be92f91f7e,A 1348,Authorizes the city of New York to provide for a residential parking permit system,Authorizes the city of New York to provide for a residential parking permit system to reduce hazards and pollution levels.,transportation
ocd-bill/18fcd512-a8e0-41cc-9961-216e1f511e0b,K 30,"Honoring Palmer Vineyards upon the occasion of its designation as a Gold Medalist by the New York Wine and Grape Foundation on July 12, 2022",,agriculture
ocd-bill/df8e3fb2-fa8a-4165-a65e-1cce84bc3724,A 1366,Relates to establishing the online consumer protection act,Relates to establishing the online consumer protection act; defines terms; provides that an advertising network shall post clear and conspicuous notice on the home page of its own website about its privacy policy and its data collection and use practices related to its advertising delivery activities; makes related provisions.,security
ocd-bill/03eb2ed2-9228-400c-93c1-f13ffc9704a1,A 1330,Requires employers to make a conditional offer of employment before inquiring about any criminal convictions of a prospective employee,Relates to unlawful discriminatory practices; requires employers to make a conditional offer of employment before inquiring about any criminal convictions of a prospective employee.,employment
ocd-bill/d53ed95b-7f2b-48db-a934-ef5eca79acd2,A 1369,Exempts political subdivisions from the imposition of the metropolitan commuter transportation mobility tax,Exempts political subdivisions from the imposition of the metropolitan commuter transportation mobility tax.,taxation
ocd-bill/fbb6b347-404a-48f8-ba5f-1fe50e624122,A 1328,Provides for statewide video arraignments,"Provides that the court may, in its discretion, dispense with the defendant's personal appearance at an arraignment and conduct an electronic arraignment.",technology
ocd-bill/c907ac63-6470-4d2e-93ea-e1427359ead2,K 23,"Commemorating the 200th Anniversary of the Town of Alden, New York",,transportation
ocd-bill/efcc96ff-5457-42c7-9842-62f1fa02e8fa,A 1405,"Establishes the municipal severe storm relief fund for Rockaway, Queens to be administered by the division of homeland security","Relates to establishing the municipal severe storm relief fund for Rockaway, Queens to be administered by the division of homeland security and emergency services for damages that occurred as a result of Hurricane Sandy which caused damage from October twenty-ninth through November third, two thousand twelve.",security
ocd-bill/262a83a4-bd22-40c2-b910-84fa60ca0bfb,A 1316,Relates to capital program plans,"Relates to capital program plans; provides that the MTA shall submit to the MTA capital program review board two capital program plans on or before January 31, 2029 and every fifth year thereafter; provides that all future capital program plans be submitted January 31 of the required years.",budget
ocd-bill/0464ba84-650b-489e-97bd-16491c70838d,A 1331,Requires contracts with home care service providers to provide sufficient resources to ensure compensation to a qualified workforce providing high quality care,"Requires contracts with home care service providers to provide sufficient resources to ensure compensation to a qualified workforce providing high quality care; authorizes the commissioner of health to establish a program to provide loans, through the dormitory authority, to home care facilities to finance health care reform efforts.",employment
ocd-bill/804e0710-2662-4121-9e7e-bf905305b19d,A 1359,Establishes and authorizes telepharmacy in this state,"Establishes and authorizes telepharmacy in this state; defines terms; creates telepharmacy satellite consultation sites and telepharmacy in hospitals; authorizes the filling of prescriptions at remote sites connected to central pharmacies via computer link, videolink and audiolink; makes exceptions.",employment
ocd-bill/8627c31d-4415-4b96-bf6f-265c07f31073,A 1397,Establishes the volunteer firefighters of New York higher education learning plan,Establishes the volunteer firefighters of New York higher education learning plan.,education
ocd-bill/78b65f46-0b5e-4627-8448-ac1387ba7c64,A 1365,Enacts the New York State Iran divestment act; repealer,Enacts the New York State Iran divestment act; provides for sanctions against the financial and energy sectors of Iran unless a duly executed treaty is approved by two-thirds of the United States Senate.,taxation
ocd-bill/0274930e-5b91-4667-85e9-d4f83edc4fa2,A 1389,Requires a local social services district to accept or deny an application for public assistance no later than thirty days after the date of the application; repealer,Requires a local social services district to accept or deny an application for public assistance as soon as possible but no later than thirty days after the date of the application.,education
ocd-bill/f27b6a07-9890-4e7f-a2b3-981060958066,A 1345,Relates to the enactment of the student journalist free speech act,"Enacts the student journalist free speech act to protect student speech at educational institutions unless such speech is libelous, an invasion of privacy, or incites students to commit an unlawful act, violate school policies, or to materially and substantially disrupt the orderly operation of the school.",education
ocd-bill/77bc025a-e25c-43ce-82ec-94733481b394,A 616,Relates to the effectiveness of certain curriculum requirements curriculum related to human trafficking awareness to be included in alcohol training awareness programs,Relates to the effectiveness of certain curriculum requirements related to human trafficking awareness to be included in alcohol training awareness programs.,education
ocd-bill/4c53c27b-a6e9-4c0a-959f-1501e763e388,K 64,Commending seven brave Airmen from the New York Air National Guard's 106th Rescue Wing upon the occasion of their designation as recipients of the Air Force Commendation Medal for their heroic action,,transportation
ocd-bill/9e3de666-5f12-4661-b30b-84aa78df8b36,A 2896,Relates to critical energy infrastructure security and responsibility,Relates to critical energy infrastructure security and responsibility and provides for the protection of critical infrastructure in the state.,security
ocd-bill/f9631906-997a-4e38-9fac-6d29ff951609,A 1391,Requires additional disclosures from lobbyists,"Requires additional disclosures from lobbyists including: campaign contributions to elected officials; existing business relationships or associations with public officials; and the names of family members of a public official to whom the lobbyist, or his or her employer, paid compensation of over $500 in the preceding calendar year and the amount of compensation paid; provides for the disposition of campaign funds.",security
ocd-bill/c5e34929-b89c-4553-9275-18b96fc9e43a,K 22,Congratulating the Shenendehowa Girls Varsity Volleyball Team upon the occasion of capturing the 2022 NYS Class AA Championship Shenendehowa Girls Varsity Volleyball Team,,transportation
ocd-bill/7f628262-12e6-417f-bbbd-2ea0b8f089ec,K 19,Honoring Jennifer Drofenik upon the occasion of her designation as recipient of the Thomas Clarke Memorial Award by LeadingAgeNY,,technology
ocd-bill/70ec546d-0412-4e1f-ad45-040694cd10dc,A 1372,Relates to compensation for injury or death of a companion animal,Provides for compensation of an owner for the unjustifiable injury or death of a companion animal.,employment
ocd-bill/6329476a-2cc2-4eda-9905-9d14fe32f8c8,A 1394,Prohibits firearms in polling places,"Prohibits firearms in polling places; establishes the crime of criminal possession of a weapon in a polling place; makes it a class E felony to possess a rifle, shotgun, or firearm in or within 100 feet of a polling place on the day of a primary, special or general election or while early voting is in progress.",elections
ocd-bill/324f493c-91b3-4fc0-888d-b89461a62208,A 1354,Exempts veterans from the payment of certain fees relating to corporations,Exempts veterans from the payment of certain fees relating to corporations.,taxation
ocd-bill/798e257a-4a44-4787-a778-5b3a1758ae0b,A 1381,Requires county clerks to designate one newspaper for the publication of judicial proceedings in the county,Requires county clerks to designate one newspaper or journal for the publication of every notice and advertisement of judicial proceedings in the county.,employment
ocd-bill/961c0d6c-f95c-4678-a94f-7fc72fe97d06,A 3122,Establishes an Alzheimer's disease outreach and education program,Establishes an Alzheimer's disease outreach and education program.,education
ocd-bill/5be18d38-c496-49e7-8135-3d17b6f4cfd5,A 3299,"Enacts the ""New York open water data act""","Enacts the ""New York open water data act""; directs certain agencies, under the leadership of conveners, to identify and integrate key water data sets; provides duties and an annual plan for data to be researched and reported.",environment
ocd-bill/5d791116-570f-42c4-94ca-cae64f99f107,A 1324,Relates to an examination and evaluation of New York state's information technology infrastructure,"Directs the office of information technology services to contract with a private entity to conduct an examination and evaluation of New York state's information technology infrastructure, data use and management, policies, procedures and operational processes.",technology
ocd-bill/ac1e1e5e-dce1-4540-9bc3-3d17bc5c2c51,A 1388,Relates to criminal mischief in the third degree and criminal mischief in the second degree,Relates to criminal mischief in the third degree and criminal mischief in the second degree.,environment
ocd-bill/14674169-c48e-443e-a0ca-446bb64380d1,A 1401,"Enacts the ""accessory dwelling unit incentive act""","Enacts the ""accessory dwelling unit incentive act"" to establish the accessory dwelling unit forgivable loan program by the division of homes and community renewal; defines terms; makes related provisions.",housing
ocd-bill/07910f38-446a-4488-bfb0-1f035c5d7f7f,A 1337,Establishes a nuclear whistleblower access and assistance program to promote public health and safety,Directs the NYS energy research and development authority and public and private operators of each nuclear-powered electric generating facility to establish a nuclear whistleblower access and assistance program; makes related provisions as to elements of the program and provides that employees of such plants shall not be subject to retaliation; requires the authority to investigate reported safety concerns; provides that whistleblowers shall have standing to litigate and may do so without exhaustion of administration remedies; authorizes the attorney general to bring actions to enforce the labor law provisions.,security
ocd-bill/e5aabb8d-bb67-4e02-831d-72948de322ad,K 33,"Commemorating the 75th Anniversary of the Wolcottsville Volunteer Fire Company to be celebrated on February 11, 2023",,transportation
ocd-bill/ce212a93-7a7a-46ec-a999-05e2ac150e3d,A 1376,Relates to vehicle inspection renewal notification,"Relates to vehicle inspection renewal notification; authorizes the commissioner to send via postal mail notification that vehicle inspection is subject to expiration, and the commissioner shall keep a record of such notification.",transportation
ocd-bill/af5f4e68-607b-4e1a-9b3a-172a01dca52d,A 1361,Relates to defining community significant projects and including such projects in the excelsior jobs program,"Defines community significant projects as a business creating or retaining current jobs as determined by the commissioner, with particular emphasis on employment and/or training of current public housing residents; currently located or to be located in existing leased space of a building in a public housing development in the state; and which makes significant qualified capital investments to start a business, or improve services and working conditions for an existing business, when located in such public housing space and including such projects in the excelsior jobs program.",employment
ocd-bill/16745f4f-8b01-4028-bc6e-083b9d36d344,K 20,Congratulating the Maine-Endwell High School Varsity Football Team upon the occasion of capturing the 2022 NYSPHSAA Football Class B Championship,,education
ocd-bill/ed7ade94-ea7b-4806-b611-ff8cb9b87ed9,A 1336,Establishes a tax credit for grocery donations to food pantries,Establishes a tax credit for grocery donations to food pantries.,taxation
ocd-bill/7ab117a3-029f-49e0-b692-2564c2f895df,A 1380,Relates to allowing certain interactive poker games,"Allows certain interactive poker games be considered games of skill rather than games of luck; includes definitions, authorization, required safeguards and minimum standards, the scope of licensing review and state tax implications; makes corresponding penal law amendments.",environment
ocd-bill/7c85476b-2525-4949-8059-7592636e7797,A 1383,Provides that the amount of a STAR real property tax savings may not be less than the amount of the STAR real property tax savings from the previous year,Provides that the amount of a STAR real property tax savings may not be less than the amount of the STAR real property tax savings from the previous year.,taxation
ocd-bill/d8d63b05-89c0-44c0-9e3d-6d972809f496,A 1377,Requires forfeiture of vehicles for 6 months for second DWI offense and permanent forfeiture and registration denial for third DWI offense,Requires forfeiture of vehicles for six months for a second DWI offense and permanent forfeiture and registration denial for the third DWI offense; prohibits the issuance of a new license where there are two DWI convictions where physical injury has resulted from each offense.,transportation
ocd-bill/c6e609be-6ccc-4897-98a4-f10006f009fb,A 1387,Relates to tuition scholarship award programs for certain resident and non-resident medical students,Relates to tuition scholarship award programs for certain resident and non-resident medical students attending approved medical programs on a full-time basis.,health
ocd-bill/c58605c5-f3bc-4aa4-8d4d-97d07a4a5632,A 1323,Establishes the sexual assault forensic examiner grant program,Establishes the sexual assault forensic examiner grant program to award grants to provide statewide access to services provided by sexual assault forensic examiners to victims of sexual assault.,security
ocd-bill/ec8c24bf-ea1d-460b-b2bb-ebd3eec155d9,A 1335,Relates to the green roof tax abatement for certain properties in a city of one million or more persons,Removes certain soil depth requirements; raises the tax abatement rate of non-priority; extends the application deadline from 2023 to 2026 for purposes of the green roof tax abatement for certain properties in a city of one million or more persons.,taxation
ocd-bill/acd0b34e-4fec-49cd-8c60-a369d56361e9,A 1338,Reduces the classification of aggravated unlicensed operation of a motor vehicle in the third degree from a misdemeanor to a violation and adjusts the sentencing guidelines for such offense,Reduces the classification of aggravated unlicensed operation of a motor vehicle in the third degree from a misdemeanor to a violation; adjusts the sentencing guidelines for such offense.,transportation
ocd-bill/0c011e50-475c-4a23-b498-7a671b2a9989,A 1390,Relates to the location of the annual school district elections,"Provides that school districts may hold elections in any building owned or leased by the district, in addition to any district schoolhouse.",elections
ocd-bill/04ebec07-6ed4-44e1-940a-3f5f2662f28a,A 1343,Relates to the exemption from taxation for non-profit organizations,Requires the burden of annually establishing that the requirements of the mandatory class non-profit real property tax exemptions have been satisfied to fall upon the owner of the property and must be proven by clear and convincing evidence.,taxation
ocd-bill/bb450bd8-e789-4a26-820a-8f23e3e6f83b,A 1341,Authorizes the department to issue airport air strike hazard permits,"Authorizes the department to issue airport air strike hazard permits when the department finds that wildlife has become a nuisance, destructive to public or private property or a threat to public health or welfare.",security
ocd-bill/acf7410d-8300-4787-a6b6-afaee0b0a5ab,A 1339,"Provides that only products containing milk may use the term ""milk product"" on labels and advertisements","Provides that only products containing milk may use the term ""milk product"" on labels and advertisements; defines ""milk product"".",security
ocd-bill/17c6b24a-c07c-4295-8d2e-0cbff2c307fe,A 1325,Establishes a non-trail snowmobile registration for snowmobiles which shall be used solely for the purpose of gaining access to hunting and fishing areas,"Establishes a non-trail snowmobile registration for snowmobiles which shall be used solely for the purpose of gaining access to hunting and fishing areas; requires a $25 registration fee, $15 of which shall be deposited in a snowmobile trail development and maintenance fund.",transportation
ocd-bill/22110fcc-a060-46a3-abd0-27da8c49222d,A 1392,Relates to controlled substances and indeterminate sentences; to the expansion of merit time; repealer,Relates to controlled substances and indeterminate sentences; relates to the expansion of merit time; repeals provisions relating to the allowance of limited credit time for incarcerated individuals.,education
ocd-bill/0ac52b55-b9c9-45a8-bcda-0f1d0aaf4f94,A 1327,Grants peace officer status to the reserve deputies of the Erie county sheriff's office,Grants peace officer status to the reserve deputies of the Erie county sheriff's office.,security
ocd-bill/7ab29905-6d4a-44af-bd07-fb19afa7c4c9,A 1326,Relates to requiring insurance coverage by certain large group policies for pre-exposure prophylaxis and post-exposure prophylaxis to prevent HIV infection,"Relates to requiring insurance coverage by every large group policy which provides medical, major medical, or comprehensive-type coverage for pre-exposure prophylaxis and post-exposure prophylaxis to prevent HIV infection.",security
ocd-bill/20fff004-80c8-41ef-aab0-54b4244286c6,A 1435,"Enacts the ""New York city teleworking expansion act""","Enacts the ""New York city teleworking expansion act""; provides that each agency shall establish a policy and program to allow employees to perform all or a portion of their duties through teleworking to the maximum extent possible without diminished employee performance; defines the term ""telework"" to mean to perform normal and regular work functions on a workday that ordinarily would be performed at the agency's principal location at a different location, thereby eliminating or substantially reducing the physical commute to and from such agency's principal location.",transportation
ocd-bill/ea04669d-b52d-40d9-b55e-aa5a13737979,A 1474,Relates to academic credit for veterans,Relates to academic credit for veterans with regard to credit for SUNY and CUNY college credits for courses that were part of the student veterans' military training.,education
ocd-bill/c65dde67-e84b-4921-8fab-ace0de220de1,A 1419,Eliminates the photo image fee for veterans who have their license amended with a veteran notation,Eliminates the photo image fee for veterans who have their license or identification cards amended with a veteran notation.,taxation
ocd-bill/2f063643-ac6a-434d-9b81-bef1156bc4ba,A 1439,Relates to jury deliberations,Allows for written instructions regarding elements to be supplied to a jury.,security
ocd-bill/4de5e7ea-42dd-493f-8689-0786e69f7e45,A 1469,Relates to additional financial aid provided to certain school districts,Provides for high need and average need school districts to receive additional financial aid for each student if such school district spends ten percent less per student than the regional average spending per student.,education
ocd-bill/c312f635-5ad5-4b17-8acd-638a2fce0d81,A 1481,Directs the commissioner of housing and community renewal to require certain housing quality standards inspections of Section 8 housing,Directs the commissioner of housing and community renewal to require housing quality standards inspections of Section 8 housing when a tenant moves out or vacates.,housing
ocd-bill/e0ffb91d-aec7-432d-9e85-4d17a4708f97,A 1459,Relates to additional apportionment of building aid for certain projects,Relates to additional apportionment of building aid for certain projects; defines an eligible school construction project as one that is entirely funded from capital outlays and has a total project cost of two hundred fifty thousand dollars or less.,security
ocd-bill/66e31ea5-ca70-4ecd-8c3d-ec678bea7e97,A 1487,Relates to restrictions on class DJ and MJ licenses in the counties of Nassau and Suffolk,Relates to restrictions on class DJ and MJ licenses in the counties of Nassau and Suffolk by permitting such licensees to drive to and from school between the hours of five in the morning to nine o'clock in the evening.,transportation
ocd-bill/69bd82c1-ed16-4231-b239-69cd417433f7,A 1479,Increases the penalties for operating a snowmobile while intoxicated,"Increases the penalties for operating a snowmobile while intoxicated, doubles penalties for operators having .16 of one per centum or more by weight of alcohol in his or her blood, breath, urine, or saliva, and includes other operating while intoxicated convictions in sentencing considerations.",transportation
ocd-bill/f79f777c-61ec-47b8-b1ec-0bde3fafab32,A 1482,Provides that an elementary or secondary student shall not have capacity to consent to sexual conduct with a school employee,"Provides that a full time elementary or secondary student shall not have capacity to consent to sexual conduct with a school employee at his or her school or a co-located school, including volunteers, when the employee is 18 or older and more than 4 years older than such student at the time of the act and knows or should reasonably have known that the student was a student at the school or a co-located school, and such employee is not a full time student at such school, nor married to such student.",education
ocd-bill/9b7fe313-9065-41df-a9b3-12de8c7e363d,A 1490,Relates to certain acquisition of interests or rights in real property for the preservation of open spaces and areas,Provides that the acquisition of interests or rights in real property for the preservation of open spaces and areas shall constitute a public purpose for which public funds may be expended or advanced.,environment
ocd-bill/50e1809d-adbd-410d-87bf-4ef3e0abf2be,A 1415,Relates to investment management services to a partnership or other entity,Relates to investment management services to a partnership or other entity.,security
ocd-bill/72821975-765f-4c47-b41e-50d88905f1f7,A 1471,Provides direct reciprocal certification for certain emergency medical technicians,Provides direct reciprocal certification for emergency medical technicians who possess a current certification from the national registry of emergency medical technicians.,employment
ocd-bill/47d46b01-40d2-46a6-82f1-d93284103a58,A 1498,Relates to increasing the reimbursement dictated pursuant to standards of payment for care provided foster children by three percent,Relates to increasing the reimbursement dictated pursuant to standards of payment for care provided foster children by three percent.,taxation
ocd-bill/5dccd7c5-0a23-4c8a-8c00-885c315de885,A 1431,Provides for the establishment of police training high schools in certain city school districts and provides for further education and employment,Provides for the establishment of police training high schools in certain city school districts; provides for further education and employment; establishes preferential admissions criteria for the state and city universities; establishes preferential civil service criteria in the recruitment of police officers.,education
ocd-bill/90c61baa-e47b-43a1-b20d-8f689f2fdb44,A 1410,Provides an exception to qualification for the small business seed funding grant program for independent arts contractors,Provides an exception to qualification for the small business seed funding grant program for independent arts contractors.,employment
ocd-bill/618100b9-517a-433c-a650-d47c5669463e,A 1427,Relates to aggravated harassment of a police officer,"Establishes the crime of aggravated harassment of a police officer where a person causes such police officer to come into contact with blood, seminal fluid, urine, feces, or the contents of a toilet bowl, by throwing, tossing or expelling such fluid or material.",employment
ocd-bill/1ccbda91-f3e7-4174-bfef-56c863f7564b,A 1407,Relates to increasing the length of the term of office for members of the legislature,Increases the length of the term of office for members of the legislature from two to four years with no member serving more than sixteen years.,elections
ocd-bill/044e475d-a493-45e2-b343-8dbfb9570326,A 1464,Repeals subdivision (jj) of section 1115 of the tax law and subdivision 13 of section 1118 of the tax law relating to sales and compensating use taxes imposed with respect to vessels,Relates to sales and compensating use taxes imposed with respect to vessels.,taxation
ocd-bill/2d3e7cb6-350e-48db-813f-3ad62126173c,A 1434,Relates to providing more predictable and stable schedules for employees in low-wage occupations,Relates to providing more predictable and stable schedules for employees in low-wage occupations; provides that an employer shall pay an employee for at least 4 hours at the basic minimum hourly wage for each day an employee reports for work as instructed but is given less than four hours of work.,employment
ocd-bill/4076bc7b-ef6a-4e6c-b794-542c80dc9d19,A 1457,"Prohibits the reservation, making or facilitating of tee times on public golf courses in exchange for financial compensation","Prohibits the reservation, making or facilitating of tee times on public golf courses in exchange for financial compensation.",transportation
ocd-bill/0241d725-59b6-4c8d-8284-36ed47d0ac0d,A 1463,Relates to installments of bonds; repealer,"Permanently requires that the first installment of serial bonds mature not later than two years after the date of such bonds; provides that principal installments remaining unpaid on bonds may be called for redemption prior to their date of maturity in such amounts, at such times in such manner and pursuant to such terms as may be determined by the finance board of a municipality, school district or corporation at the time of the issuance thereof; repeals provisions that permanently eliminate the requirement that municipalities provide from current funds an amount equal to at least 5% of the estimated cost of each capital improvement (excluding from such cost state or federal grant funding and certain benefited area assessments) prior to the issuance of bonds or bond anticipation notes to finance such capital improvement.",taxation
ocd-bill/321949ed-46c5-4900-9d12-21841320c4cf,A 1425,Makes technical corrections regarding the public financing of elections; repealer,Makes technical corrections regarding the public financing of elections.,technology
ocd-bill/9daafb2d-f427-4671-9e54-5df444d94002,A 1446,Enacts the community gridlock prevention act,"Enacts the community gridlock prevention act, which requires all land use actions to include an intersection and response time of emergency services impact study in addition to any existing requirements for an environmental assessment statement or an environmental impact statement.",security
ocd-bill/375ee45a-78ef-4849-8ed9-6a666bbea380,A 1409,"Relates to the judicial process relating to a dog that caused death to a companion animal, farm animal or domestic animal while trespassing on property","Relates to the judicial process relating to a dog that causes the death of a companion animal, farm animal or domestic animal while trespassing on property.",transportation
ocd-bill/537815c3-0d1f-4818-8c9d-e9ce67d56e69,A 1461,Relates to the delivery of the good faith deposit following award of the bonds to the successful bidder,"Relates to the delivery of the good faith deposit following award of the bonds to the successful bidder; provides that a municipality, school district or district corporation may require that such deposit be made as a condition precedent to the consideration of a bid for the bonds.",security
ocd-bill/ae531922-e64d-4d90-9f56-0ef3ab93f437,A 1421,Prohibits the use of a hands-free mobile telephone by operators of motor vehicles who hold a learner's permit or a class DJ or MJ license,Prohibits the use of hands-free mobile telephones by operators of motor vehicles who hold learner's permits or class DJ or class MJ licenses.,transportation
ocd-bill/8a777381-ca95-44ed-88f1-ee8fee0810bc,A 1470,Removes constitutional provision that the lieutenant-governor shall act as governor when the governor is absent from the state,Removes constitutional provision that the lieutenant-governor shall act as governor when the governor is absent from the state; provides likewise for the case in which the lieutenant-governor is absent from the state and the case in which the temporary president of the senate is absent from the state.,security
ocd-bill/6ab627ad-ba50-404c-919f-0799276e42fb,A 1478,Requires banks to send account notifications in certain circumstances,Requires banks to send account notifications in certain circumstances.,security
ocd-bill/43cbec51-0645-4165-be9c-b9b41d038183,A 1450,Authorizes Medicaid coverage to disabled persons attending an out-of-state college or university who are in need of continuous medical care,Authorizes Medicaid coverage to a disabled person attending an out-of-state college or university who is in need of continuous medical care and is a domiciliary of the state of New York; authorizes continuous coverage for services and care such person received while in-state; requires persons eligible for the provisions of this section must show proof of enrollment every semester.,health
ocd-bill/326e4157-c959-45cb-8a81-f5edeb426d2f,A 1422,Relates to permitting other qualifying members of a household to qualify for the disability rent increase exemption,Permits other qualifying members of a household to qualify the household for the disability rent increase exemption when they are not the head of household.,security
ocd-bill/ebbce1fd-162c-4b06-aafd-383059a4ea76,A 1488,Relates to establishing procedures for the termination of parental rights upon the application of a parent or guardian,Establishes procedures for the termination of parental rights upon the application of a parent or guardian.,environment
ocd-bill/28b6ceb5-829a-479f-96d4-7294ca3d721d,A 1483,Provides for establishment of school speed limits by county legislative body,"Provides for the establishment of school speed limits of not less than fifteen miles per hour by the legislative body of any county or, if so delegated, by the legislative body of any locality within said county on a portion of a state highway passing a school building.",transportation
ocd-bill/f61a450c-6fef-4908-b3cf-444fa4848455,A 1491,Provides for coordination between the department of health and the state long-term care ombudsman regarding residential health care facilities,"Provides for coordination between the department of health and the state long-term care ombudsman regarding residential health care facilities, including such facilities' compliance with state and federal law, and histories of complaints.",health
ocd-bill/1a13b83f-10ec-4aee-a65b-2a5ef6495a87,A 4940,Expands the healthcare services provided by telehealth,Expands the healthcare services provided by telehealth; removes the sunset date of such expansion.,health
ocd-bill/7fb53ef9-c248-4acb-b0d1-2d73929a9ab0,A 1507,Requires the court to require a mental health evaluation when a person is convicted of certain crimes pertaining to animal fighting and aggravated cruelty to animals,Requires the court to require a mental health evaluation when a person is convicted of certain crimes pertaining to animal fighting and aggravated cruelty to animals; requires the convicted person to assume the costs of any evaluation and continued therapy; makes related provisions.,health
ocd-bill/04159fb7-3c1c-4e77-af0a-e43523b5f131,A 1532,Exempts the review of certain contracts from suspension of certain laws during a state disaster emergency,Exempts the review of certain contracts from suspension of certain laws during a state disaster emergency.,security
ocd-bill/82ff1fe7-b664-433b-ac01-b5c96d8566be,A 2654,Gives state income tax credit to volunteer firefighters and members of a volunteer ambulance corps in good standing up to $2500,Gives state income tax credit to volunteer firefighters and members of a volunteer ambulance corps in good standing up to $2500; must be in good standing for a minimum of five years and maintain continued eligibility.,taxation
ocd-bill/78c7f265-4363-47d6-8a41-41d454d8986c,A 132,Establishes the office of flooding prevention and mitigation,"Establishes the office of flooding prevention and mitigation to manage and coordinate the work of task forces, commissions, and other bodies and programs tasked with examining issues related to flooding, to review and assess best practices and make recommendations regarding flood prevention and mitigation, and to assist municipalities in developing strategies and policies to combat flooding.",security
ocd-bill/2be2aff4-6a2b-4dcb-a9ce-e9fc4c621256,A 8159,Relates to termination of parental rights in cases of a child conceived through rape,Provides a process for the termination of parental rights in cases of a child conceived through rape by clear and convincing evidence.,environment
ocd-bill/a01d4499-be8c-40fe-b372-429add2ac6e0,A 8160,Renames an office of addiction services and supports scholarship program the NYS Father Peter Young Memorial Addiction Professionals Scholarship Program,"Renames an office of addiction services and supports scholarship program the ""NYS Father Peter Young Memorial Addiction Professionals Scholarship Program""; codifies the purposes of such program as offering financial education assistance to individuals pursuing a bachelor's degree in addiction studies or the education requirements for an office of addiction services and supports credential at Alfred State College, Stony Brook University or Empire State University.",housing
ocd-bill/bb445210-bfcd-42b1-bc3f-d60ef7860be1,A 8163,Enhance sentences for certain offenses involving weapons on or near school grounds,"Enhances sentences for certain offenses involving weapons on or near school grounds; relates to the availability of certain records of juvenile delinquents or youthful offenders; relates to annual earnings limitations for certain retired police officers employed by a school district or a board of cooperative educational services; adds a defendant's identifiable ties to the community and state to consideration for whether to fix a securing order, including residence, employment, enrollment with an educational institution, and immediate family; allows courts to hold a pre-trial community safety and well-being hearing; relates to the court's consideration of the existence of extraordinary circumstances and significant physical injury in determining whether to remove adolescent offenders to family court; defines such terms; provides factors for the court's consideration of whether extraordinary circumstances exist; exempts adolescent offenders who were illegally in possession of a loaded firearm from those authorized to be removed to family court; modifies the crime of criminal solicitation in the third degree.",education
ocd-bill/a2b3daa5-e7e2-40a3-9475-df8a97b9d5ad,A 8162,Establishes a maternity care coordination program for pregnant and postpartum veterans,Establishes a maternity care coordination program to provide community maternity care providers with training and support with respect to the unique needs of pregnant and postpartum veterans.,security
ocd-bill/83ad391c-2ce5-4339-bc9d-fbfe4af28311,A 8032,"Includes within the class A misdemeanor of criminal possession of a weapon in the fourth degree, the possession of a weapon, outside the home, while intoxicated; repealer","Includes within the class A misdemeanor of criminal possession of a weapon in the fourth degree, the possession of a firearm, rifle or shotgun, outside the home, while impaired or intoxicated by use of alcohol or drugs; increases maximum fine for such offense to $10,000; provides for chemical testing of certain persons for whom there is reasonable cause to believe are in violation of such provision; provides for revocation of firearms permit upon conviction or refusal of a chemical test.",employment
ocd-bill/ae63c946-62df-4d62-9ec8-59e622c86e5d,A 8044,Updates the definition of sexual intercourse,"Updates the definition of sexual intercourse to include contact between the penis and the vagina or vulva, and contact between a foreign object and the vagina or anus, however slight.",environment
